HRGM name	Genome name	GTDB Taxonomy	Member Count	Continents	Country	Study	Genome type	16S rRNA	Quality	Completeness (%)	Contamination (%)	N50 (bp)	Genome Length (bp)
HRGM_Genome_2136	GUT_GENOME011049	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	73	South America;Africa;Oceania;North America;Asia;Europe	Austria;South Korea;Denmark;Netherlands;Sweden;United Kingdom;Kazakhstan;Madagascar;Spain;Peru;Fiji;China;Japan;Israel;United States	HGM;KIJ;CIBIO;EBI	MAG	Indirect	HQ	94.63	0	96992	1876873
HRGM_Genome_2137	KIJ_genome_767	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	6	North America;Asia	Canada;South Korea;Kazakhstan	CIBIO;KIJ	MAG	Indirect	HQ	91.27	0.167	32855	1752402
HRGM_Genome_2138	GUT_GENOME094508	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	119	Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;France;Ireland;United Kingdom;Fiji;Canada;Israel;Sweden;Kazakhstan;Madagascar;China;Japan;United States	HGM;KIJ;CIBIO;EBI	MAG	Indirect	HQ	94.3	0.67	25415	1748444
HRGM_Genome_2139	KIJ_genome_14845	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	1	Asia	South Korea	KIJ	MAG		MQ	67.03	2.348	2350	1726757
HRGM_Genome_2140	GUT_GENOME259081	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp002431945	58	South America;Oceania;Asia;Europe	Mongolia;South Korea;Denmark;Netherlands;Sweden;France;United Kingdom;Fiji;Peru;Spain;Germany;China;Japan;Israel	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	96.64	0	74279	2120040
HRGM_Genome_2141	GUT_GENOME139879	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	3	South America	Peru	CIBIO;HGM;EBI	MAG		HQ	92.95	0	23845	2338223
HRGM_Genome_2142	GUT_GENOME276352	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	1	Asia	Israel	CIBIO	MAG		MQ	79.05	2.05	5294	1818738
HRGM_Genome_2143	GUT_GENOME085736	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	19	South America;Asia;North America	Mongolia;Peru;Canada;China;Israel;United States;Kazakhstan	CIBIO;HGM;EBI	MAG	Indirect	HQ	96.64	0	69804	1763227
HRGM_Genome_2144	GUT_GENOME000094	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis	23	Europe;North America;Asia	Austria;South Korea;Denmark;Italy;United Kingdom;China;Japan;Israel;United States	HGM;HBC;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	98.81	0.17	360696	2135140
HRGM_Genome_2145	GUT_GENOME140314	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000479315	8	Europe;Asia	Japan;South Korea;Spain;China	CIBIO;KIJ;CGR;EBI	MAG;Isolate	Direct	HQ	99.83	0	1407039	1965871
HRGM_Genome_2146	GUT_GENOME001139	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B	257	NA;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;France;Ireland;United Kingdom;Spain;Singapore;Estonia;Israel;NA;Italy;Sweden;Kazakhstan;Germany;China;Japan;United States	HGM;HBC;KIJ;CIBIO;PATRIC/IMG;CGR;EBI	MAG;Isolate	Direct	HQ	99.92	0	284477	2066544
HRGM_Genome_2147	GUT_GENOME091736	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	Europe	Austria	CIBIO	MAG		MQ	81.62	2.8	13185	1377267
HRGM_Genome_2148	GUT_GENOME095490	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	Europe	Italy	CIBIO	MAG		MQ	71.66	0.86	8390	1392963
HRGM_Genome_2149	GUT_GENOME095879	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	56	Europe;North America	Sweden;Denmark;United States;Italy	CIBIO;HGM;EBI	MAG	Indirect	HQ	97.18	0.18	53325	1985520
HRGM_Genome_2150	GUT_GENOME171643	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	Asia	Singapore	EBI	MAG		MQ	61.27	0.34	7411	1064248
HRGM_Genome_2151	GUT_GENOME174135	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	Asia	Singapore	EBI	MAG		MQ	84.27	4.51	13596	1613077
HRGM_Genome_2152	GUT_GENOME190324	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	North America	United States	EBI	MAG		MQ	52.59	0	5832	1039311
HRGM_Genome_2153	GUT_GENOME000564	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1	North America	Canada	HBC	Isolate	Direct	HQ	100	0	1384501	2017290
HRGM_Genome_2154	GUT_GENOME000572	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	2	North America	Canada	HBC	Isolate	Direct	HQ	99.66	0.17	1529949	2012836
HRGM_Genome_2155	GUT_GENOME075582	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	3	Europe	Sweden;Denmark	CIBIO;HGM;EBI	MAG		MQ	84.76	2.99	15857	1854245
HRGM_Genome_2156	KIJ_genome_16580	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	1	Asia	South Korea	KIJ	MAG		MQ	77.07	3.97	6231	2192873
HRGM_Genome_2157	GUT_GENOME025308	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	42	Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Fiji;Kazakhstan;Germany;China;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	93.06	0	113137	2198914
HRGM_Genome_2158	KIJ_genome_16537	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	1	Asia	South Korea	KIJ	MAG		MQ	85.9	4.697	21458	2173201
HRGM_Genome_2159	KIJ_genome_5879	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	2	Asia	South Korea;China	CIBIO;KIJ	MAG		MQ	78.27	0.223	13715	2055580
HRGM_Genome_2160	GUT_GENOME024836	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	5	Europe;Oceania;Asia	Kazakhstan;South Korea;Denmark;Fiji	CIBIO;KIJ	MAG		HQ	91.72	0.67	20054	2205840
HRGM_Genome_2161	GUT_GENOME129046	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	1	Asia	Mongolia	CIBIO	MAG		MQ	86.65	1.95	32935	2270238
HRGM_Genome_2162	KIJ_genome_15385	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA6398;s__	59	Oceania;North America;Asia;Europe	Austria;South Korea;Denmark;Sweden;United Kingdom;Fiji;Spain;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	95.95	0.371	119063	2671584
HRGM_Genome_2163	KIJ_genome_3154	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	1	Asia	South Korea	KIJ	MAG	Direct	HQ	93.95	0.052	166473	2126498
HRGM_Genome_2164	GUT_GENOME217503	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__;s__	1	North America	United States	HGM	MAG		MQ	83.47	0.13	44179	1581010
HRGM_Genome_2165	KIJ_genome_761	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__QANA01;s__	1	Asia	South Korea	KIJ	MAG		MQ	75.32	1.686	6668	1387282
HRGM_Genome_2166	KIJ_genome_10801	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	1	Asia	South Korea	KIJ	MAG		HQ	98.48	0.392	45007	3697845
HRGM_Genome_2167	GUT_GENOME000031	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	1	Europe	United Kingdom	HBC	Isolate	Direct	HQ	99.81	0.2	1079697	4055810
HRGM_Genome_2168	GUT_GENOME000109	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium mitsuokai	288	Africa;Oceania;NA;North America;South America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;Australia;France;Fiji;United Kingdom;Peru;Spain;Israel;Hungary;NA;Sweden;Kazakhstan;Germany;Madagascar;China;Japan;United States	NCBI;HGM;HBC;KIJ;CIBIO;EBI	MAG;Isolate	Direct	HQ	100	0	29881	2532364
HRGM_Genome_2169	KIJ_genome_1161	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp000437715	764	South America;Africa;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;Australia;France;India;Fiji;United Kingdom;Peru;Canada;Spain;Estonia;Israel;Italy;Sweden;Kazakhstan;Germany;Madagascar;El Salvador;China;Russia;Japan;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Indirect	HQ	100	0	58887	2331298
HRGM_Genome_2170	GUT_GENOME164213	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	2	Africa	United Republic of Tanzania	CIBIO;HGM	MAG	Indirect	HQ	96.98	0.09	10053	2354150
HRGM_Genome_2171	GUT_GENOME015763	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	2	Oceania	Fiji	CIBIO	MAG		MQ	73.06	1.42	2917	1632403
HRGM_Genome_2172	GUT_GENOME034317	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	1	Asia	China	EBI	MAG		HQ	96.23	0	22787	2136964
HRGM_Genome_2173	GUT_GENOME225784	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	5	Africa	United Republic of Tanzania	CIBIO;HGM	MAG		HQ	99.21	0	9194	2205758
HRGM_Genome_2174	GUT_GENOME238401	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__	3	South America	Peru	CIBIO;HGM;EBI	MAG		HQ	99.06	0	32896	2060420
HRGM_Genome_2175	KIJ_genome_19496	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	5	Europe;Asia	Spain;South Korea;China;Israel	CIBIO;HGM;KIJ	MAG		HQ	97.98	0	184364	2812563
HRGM_Genome_2176	GUT_GENOME103007	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	2	North America	United States	CIBIO;HGM	MAG	Indirect	HQ	91.28	0	9235	2557345
HRGM_Genome_2177	GUT_GENOME193642	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	4	Europe;Asia;North America	Sweden;Israel;United States	CIBIO;EBI	MAG		MQ	87.8	2.07	8990	2620760
HRGM_Genome_2178	GUT_GENOME157951	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__	22	Europe;North America;Asia	Mongolia;Canada;South Korea;Spain;China;United States;Kazakhstan	CIBIO;HGM;KIJ;EBI	MAG	Direct	HQ	95.08	2.01	158245	2126520
HRGM_Genome_2179	GUT_GENOME276476	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__	16	Europe;Asia;North America	Denmark;Sweden;Israel;United States;United Kingdom	CIBIO;HGM;EBI	MAG	Indirect	HQ	95.75	1.34	128115	2148581
HRGM_Genome_2180	KIJ_genome_10887	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp001815355	1	Asia	South Korea	KIJ	MAG		MQ	75.19	4.244	2488	1372714
HRGM_Genome_2181	KIJ_genome_1303	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	3	Asia	Japan;South Korea	KIJ	MAG	Indirect	HQ	99.54	0.212	163685	1985458
HRGM_Genome_2182	KIJ_genome_28030	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp001815355	1	Asia	South Korea	KIJ	MAG		MQ	78.76	4.231	2575	1282483
HRGM_Genome_2183	KIJ_genome_15729	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	1	Asia	South Korea	KIJ	MAG		MQ	54.54	0	19321	1498590
HRGM_Genome_2184	KIJ_genome_6467	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	1	Asia	South Korea	KIJ	MAG		MQ	84.36	3.29	3050	1475905
HRGM_Genome_2185	KIJ_genome_2661	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	69	Africa;North America;Asia;Europe	South Korea;Denmark;Sweden;Finland;France;United Kingdom;Madagascar;Spain;China;Estonia;Russia;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.88	0	212036	1909872
HRGM_Genome_2186	GUT_GENOME079379	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_L	53	Europe;North America;Asia	South Korea;Denmark;Sweden;Finland;Canada;Spain;China;Estonia;Russia;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.89	0	141904	1866538
HRGM_Genome_2187	KIJ_genome_4028	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	1	Asia	Japan	KIJ	MAG		MQ	64.22	1.143	2948	1253684
HRGM_Genome_2188	KIJ_genome_19524	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_A	1	Asia	Japan	KIJ	MAG	Direct	MQ	70.9	2.386	2305	1289383
HRGM_Genome_2189	GUT_GENOME207512	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	123	Africa;North America;Asia;Europe	Austria;South Korea;Denmark;Italy;Sweden;Ireland;United Kingdom;Madagascar;Germany;Spain;China;Japan;United States	HGM;KIJ;CIBIO;EBI	MAG	Indirect	HQ	99.89	0	90072	1973834
HRGM_Genome_2190	KIJ_genome_22225	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_K	1	Asia	Japan	KIJ	MAG		MQ	88.51	0.973	4436	1590999
HRGM_Genome_2191	KIJ_genome_11573	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	2	Asia	Japan	KIJ	MAG		HQ	92.9	1.204	8918	1770619
HRGM_Genome_2192	KIJ_genome_24006	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	53	Asia	Japan;South Korea;China	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.65	0	147398	1911047
HRGM_Genome_2193	GUT_GENOME082800	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	78	Europe;North America;Asia	Mongolia;South Korea;Denmark;Italy;Sweden;Spain;China;Estonia;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	99.58	0	205529	2020645
HRGM_Genome_2194	GUT_GENOME151605	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	1	Asia	China	CIBIO	MAG		MQ	81.82	4.42	4788	1657085
HRGM_Genome_2195	GUT_GENOME156122	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus sp002998595	4	Europe;Asia;North America	Sweden;United States;China	CIBIO;HGM	MAG		HQ	94.2	0.98	31381	1663723
HRGM_Genome_2196	GUT_GENOME062339	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	183	South America;Oceania;NA;Asia;North America;Europe	Austria;Denmark;Ireland;Fiji;United Kingdom;Peru;Canada;Spain;Russia;Estonia;NA;Italy;Sweden;Kazakhstan;Germany;El Salvador;China;Finland;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	99.66	0	197859	1983283
HRGM_Genome_2197	GUT_GENOME176758	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_N	6	North America	United States	CIBIO;EBI	MAG	Direct	HQ	97.5	0.08	29635	1897749
HRGM_Genome_2198	GUT_GENOME177056	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae	4	Europe;North America	Spain;Denmark;United States;Italy	CIBIO;EBI	MAG	Direct	HQ	97.54	0.34	210080	2077686
HRGM_Genome_2199	GUT_GENOME194726	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	2	Asia	China	CIBIO;EBI	MAG		HQ	94.13	2.4	9233	1858471
HRGM_Genome_2200	GUT_GENOME195657	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	1	Asia	China	EBI	MAG		MQ	54.31	0	3992	661440
HRGM_Genome_2201	GUT_GENOME198893	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	3	Asia;North America	Japan;United States;China	HGM;EBI	MAG		MQ	89.68	2.7	5634	1713864
HRGM_Genome_2202	GUT_GENOME207341	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_J	16	Europe;North America	Sweden;Canada;Denmark;United States	CIBIO;HGM;EBI	MAG	Indirect	HQ	99.66	0.03	161868	1969878
HRGM_Genome_2203	GUT_GENOME212287	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae_M	32	Europe;Asia;North America	Denmark;China;Estonia;Italy;Sweden;United States;Russia	CIBIO;HGM;EBI	MAG	Indirect	HQ	99.89	0	57823	2132219
HRGM_Genome_2204	GUT_GENOME038289	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	1	Asia	China	EBI	MAG		HQ	93.87	1.21	10314	1828071
HRGM_Genome_2205	GUT_GENOME232013	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	4	North America	United States	HGM;EBI	MAG		HQ	99.64	0	92306	1902954
HRGM_Genome_2206	GUT_GENOME077606	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A sputorum	4	Europe;Asia	Sweden;Denmark;China	CIBIO;HGM;EBI	MAG		MQ	78.68	1.14	2779	1444895
HRGM_Genome_2207	KIJ_genome_14975	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	297	Oceania;North America;Asia;Europe	South Korea;Denmark;Australia;France;Ireland;United Kingdom;Canada;Spain;Israel;Italy;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	HGM;KIJ;CIBIO;CGR;EBI	MAG;Isolate	Indirect	HQ	98.75	0.625	350645	2342043
HRGM_Genome_2208	GUT_GENOME194902	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	411	Oceania;North America;Asia;Europe	South Korea;Denmark;Sweden;Australia;France;United Kingdom;Germany;Canada;Spain;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.75	0	41698	2223547
HRGM_Genome_2209	KIJ_genome_436	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	3	Asia	Japan	KIJ	MAG		MQ	83.96	0	10241	2039491
HRGM_Genome_2210	KIJ_genome_8509	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	10	North America;Asia	Japan;South Korea;United States;Kazakhstan	CIBIO;HGM;KIJ	MAG	Indirect	HQ	98.75	1.25	47699	1939461
HRGM_Genome_2211	GUT_GENOME014491	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	62	Oceania;Asia	Israel;China;Fiji	CIBIO;HGM	MAG	Indirect	HQ	99.38	0.62	38942	1915990
HRGM_Genome_2212	GUT_GENOME017455	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Duodenibacillus;s__	4	Europe;Africa;Asia	Denmark;China;Madagascar	CIBIO;EBI	MAG		HQ	92.92	2	15955	1924234
HRGM_Genome_2213	KIJ_genome_23864	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	99	Europe;North America;Asia	Austria;South Korea;Denmark;Italy;Sweden;France;United Kingdom;Germany;Spain;China;Japan;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	98.7	0.37	96498	3674882
HRGM_Genome_2214	KIJ_genome_20777	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__	26	Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Sweden;Fiji;Canada;China	CIBIO;HGM;KIJ;EBI	MAG		HQ	97.09	0	70458	2306376
HRGM_Genome_2215	KIJ_genome_25084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435975	493	South America;Oceania;North America;Asia;Europe	Mongolia;Austria;South Korea;Denmark;Netherlands;France;United Kingdom;Fiji;Peru;Spain;Canada;Israel;Italy;Sweden;Kazakhstan;Germany;China;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	94.63	0.671	105894	2100652
HRGM_Genome_2216	GUT_GENOME153166	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	2	Asia	South Korea;China	CIBIO;KIJ	MAG		MQ	86.74	1.34	36441	1783264
HRGM_Genome_2217	GUT_GENOME270730	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	27	South America;Oceania;North America;Asia;Europe	South Korea;Denmark;Sweden;France;Kazakhstan;United Kingdom;Peru;Spain;Fiji;China;Israel;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	MQ	89.35	0.67	37440	2344913
HRGM_Genome_2218	KIJ_genome_6426	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	45	Asia	Japan;South Korea;India	KIJ	MAG	Indirect	HQ	91.94	0.671	119097	2303864
HRGM_Genome_2219	GUT_GENOME104910	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	4	Europe;Asia	Mongolia;China;South Korea;Sweden	CIBIO;KIJ;EBI	MAG		MQ	87.92	0.67	17475	1731276
HRGM_Genome_2220	GUT_GENOME024543	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	24	Europe;Africa;Asia	Austria;South Korea;Denmark;Sweden;Kazakhstan;United Kingdom;Madagascar;Spain;Germany;Israel	CIBIO;HGM;KIJ;EBI	MAG		HQ	93.62	0.67	81175	2495318
HRGM_Genome_2221	KIJ_genome_5924	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	7	Asia	Japan;South Korea;India	KIJ	MAG		MQ	89.76	0.692	79478	2054133
HRGM_Genome_2222	GUT_GENOME130774	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__	240	South America;Oceania;North America;Asia;Europe	Mongolia;South Korea;Slovakia;Denmark;Netherlands;France;United Kingdom;Fiji;Peru;Spain;Canada;Israel;Sweden;Kazakhstan;Germany;China;Finland;Japan;United States	CIBIO;HGM;KIJ;EBI	MAG	Indirect	HQ	94.88	0.67	53410	2135856
